Title,Brand,Screen_Size,CPU_Model,Ram,Operating_System,Rating,Series,Color,Resolution,Weight,USB,Battery,Graphics,Disk_size,Card_desc,Price
"SAMSUNG Chromebook Pro Convertible Touch Screen Laptop, 12.3 (XE510C24-K01US)",SAMSUNG,12.3 Inches,Intel Core M-5Y10 Processor,4 GB,Chrome OS,4.2,Samsung Chromebook Pro,Black,nan,nan,nan,nan,Intel HD Graphics 515,16 GB,Integrated,nan
SAMSUNG Notebook 7 15.6” (16GB RAM/512GB SSD MX250),SAMSUNG,15.6 Inches,Core i7 8750H,16 GB,Windows 10,4.5,Notebook 7,Platinum Titan,nan,nan,nan,nan,NVIDIA GeForce MX250,nan,Integrated,$799.99
"SAMSUNG Chromebook 12.2"" XE520QAB-K04US, Touchscreen",SAMSUNG,12.2 Inches,1.2GHz Cortex A8 Processor,nan,Chrome OS,4.4,XE520QAB-K04US,nan,nan,nan,nan,nan,Intel HD 615,64 GB,Integrated,$269.00
Samsung Notebook 9 NP900X5J i7-7500U 8GB 256GB SSD 15-inch 1920x1080 Windows 10 Ultra Thin Laptop (Renewed),SAMSUNG,15 Inches,Core i7 7500U,8 GB,Windows 10,3.9,Samsung NP900X5N-L01US,Light Titan,nan,nan,nan,nan,Intel HD Graphics 620,256 GB,Integrated,nan
"SAMSUNG 11.6"" Chromebook with Intel N3060 up to 2.48GHz, 4GB Memory, 16GB eMMC Flash Memory, Bluetooth 4.0, USB 3.0, HDMI, Webcam, Chrome Operating System, Black",SAMSUNG,11.6 Inches,Intel Mobile CPU,4 GB,Chrome OS,4.4,"Samsung 11.6"" Chromebook",Black,nan,nan,nan,nan,Intel HD Graphics 400,32 GB,Integrated,$49.95
2019 Newest Samsung 11.6 Inch High Performance Chromebook Laptop Computer Intel Celeron N3060 Processor 2GB Memory 16GB eMMC+128GB microSD Bluetooth 4.0 USB 3.0 HDMI Webcam-Chrome OS,SAMSUNG,11.6 Inches,Celeron,2 GB,Chrome OS,3.8,Chrome OS,Gray,nan,nan,nan,nan,Intel® HD Graphics,16 GB,Integrated,nan
ASUS G532LWS-XS96 15.6 inch Intel Core i9-10980HK 2.4GHz/ 16GB DDR4/ 1TB PCIe NVMe SSD/ RTX 2070 Super/ USB3.2/ Windows 10 Pro Notebook (ROG Strix Scar Black),ASUS,15.6 Inches,Intel Core i9,16 GB,Windows 10 Pro,3.0,G532LWS-XS96,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 2070,512 GB,Integrated,"$3,499.00"
"Samsung 11.6"" LED 16GB Chromebook Exynos 5 Dual-Core 1.7GHz 2GB XE303C12-A01US",SAMSUNG,11.6 Inches,nan,2 GB,Chrome OS,3.7,XE303C12,Silver,nan,nan,nan,nan,Intel Graphics Integrated,16 GB,Integrated,$49.99
Samsung Notebook 9 Pen 13.3”-Intel Core i7-8GB Memory-512GB SSD (Renewed),SAMSUNG,13.3 Inches,Intel Core i7,512 GB,Windows 10 Home,,Notebook 9 Pen,Ocean Blue,nan,nan,nan,nan,Intel UHD Graphics 620,512 GB,Integrated,nan
"2021 Newest HP 14 inch HD Laptop Computer, Intel Celeron N4000 up to 2.6 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi , Webcam, HDMI, Bluetooth, 1 Year Microsoft 365,Windows 10 S, Rose Pink + Hubxcel Cables",HP,14 Inches,Celeron N4000,4 GB,Windows 10 S,4.2,Hp 14 inch laptop,Rose Pink,nan,nan,nan,nan,Intel UHD Graphics,64 GB,Integrated,$299.00
"CHUWI 2022 Newest GemiBook Laptop Computer,Windows 10 Ultra-Thin Laptop,8G RAM 256GB SSD,Intel Celeron J4125 Processor,13 inch Full HD 2K IPS Display,PD Fast-Charge, Backlit Keyboard, Full Metal",CHUWI,13 Inches,Celeron,8 GB,Windows 10,4.1,GemiBook 2022,GemiBook,nan,nan,nan,nan,nan,256 GB,Dedicated,$299.00
"REPOWER REPAIR REFURBISH REUSE Samsung Chromebook 2 XE500C12-K02US 11.6 Inch Laptop (Intel Celeron 2.16 ghz, 4 GB, 16 GB SSD, Silver) (Renewed)",REPOWER REPAIR REFURBISH REUSE,11 Inches,Celeron N2840,4 GB,Chrome OS,,Samsung Chromebook 2,Silver,nan,nan,nan,nan,Intel,16 GB,Integrated,nan
"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",Dell,15.6 Inches,Intel Core i3,8 GB,Windows 10,4.5,Dell Inspiron I3567,Non-Touch | i3-7130U | 128GB SSD,nan,nan,nan,nan,Intel UHD Graphics 620,256 GB,Integrated,$269.90
"2021 Dell Inspiron 7000 2-in-1 13.3"" FHD Touchscreen Laptop Computer, Intel Core i5-1135G7, 8GB RAM, 512GB PCIe SSD, Backlit Keyboard, Intel Iris Xe Graphics, HD Webcam, MaxxAudio, Windows 11, Silver",Dell,13.3 Inches,Intel Core i5-1135G7,8 GB,Windows 11,4.0,Dell,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,512 GB,Integrated,$560.00
"Dell Inspiron 3511 Laptop 11th Generation Intel(R) Core(TM) i5-1135G7 8GB, 8Gx1, DDR4 256GB Solid State Drive 15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight Non-Touch Display",Dell,15 Inches,Core i5,8 GB,Windows 11 Home,3.5,Inspiron 15 3000,Black,nan,nan,nan,nan,nan,256 GB,Integrated,$446.89
"2022 Newest Dell Inspiron 3000 Laptop, 15.6 HD Display, Intel Celeron Processor N4020, 16GB DDR4 RAM, 1TB Hard Disk Drive, Online Meeting Ready, Webcam, WiFi, HDMI, Win10 Pro, Black",Dell,15.6 Inches,Celeron,16 GB,Windows 10,4.0,Dell Inspiron,Black,nan,nan,nan,nan,nan,1 TB,Integrated,nan
"Dell XPS 15 9520 15.6"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-12700H Tetradeca-core (14 Core) - 16 GB Total RAM - 512 GB SSD - Platinum Silver, Black",Dell,15.6 Inches,Core i7,16 GB,Windows 11 Pro,,XPS 15,Black,nan,nan,nan,nan,nan,512 GB,GeForce RTX 3050,"$1,950.99"
"Dell Inspiron 16 7610, 16 inch 16:10 3K Non-Touch Laptop - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, Intel UHD, Windows 10 Home - Mist Blue (Renewed)",Dell,16 Inches,Intel Core i7,16 GB,Windows 10 Home,3.6,Dell Inspiron,nan,nan,nan,nan,nan,Intel UHD Graphics,512 GB,Integrated,nan
"Dell G15 Ryzen Edition Gaming 15 Laptop 15.6"" FHD 120Hz Display AMD 6-Core Ryzen 5 5600H (Beats i7-10750H) 8GB RAM 512GB SSD GeForce RTX 3050 4GB Graphic Backlit Keyboard USB-C Win10",Dell,15.6 Inches,AMD R Series,8 GB,Windows 10,4.5,Dell G15 Ryzen Edition Gaming Laptop 5600H,Silver,nan,nan,nan,nan,Dedicated NVIDIA GeForce RTX 3050 4GB,512 GB,Dedicated,$785.00
"Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen Anti-Glare, 11th Gen Intel Core i5-1135G7 Quad-Core Processor, 16GB RAM, 512GB SSD, HDMI, Webcam, Windows 11, Black (Latest Model)",Dell,15.6 Inches,Intel Core i5-1135G7,16 GB,Windows 10,3.9,3000,Black,nan,nan,nan,nan,Intel Iris Xe Graphics,512 GB,nan,$553.48
"Dell Latitude 3000 3520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB Total RAM - 256 GB SSD - Black",Dell,15.6 Inches,Core i5 Family,8 GB,Windows 10 Pro,3.5,Latitude 3000,Black,nan,nan,nan,nan,nan,256 GB,Iris Xe graphics,$680.00
"ASUS Zenbook S 13 OLED 13.3” 2.8K OLED Touch Display, AMD Ryzen 7 6800U CPU, Radeon Graphics, 16GB RAM, 1TB SSD, Windows 11 Pro, NumberPad, Fingerprint, Ponder Blue, UM5302TA-XB76T",ASUS,13.3 Inches,Ryzen 7,16 GB,Windows 11 Pro,3.8,Zenbook S 13 OLED,Ponder Blue,nan,nan,nan,nan,nan,1 TB,Integrated,"$1,699.99"
"ASUS ROG Strix Scar 15 Gaming Laptop, 15.6""  300Hz IPS Type FHD Display, NVIDIA GeForce RTX 3080, AMD Ryzen 9 5900HX, 16GB DDR4, 1TB SSD, Opti-Mechanical Per-Key RGB Keyboard, Windows 11, G533QS-DS94",ASUS,15.6 Inches,Ryzen 9,16 GB,Windows 11 Home,4.3,ROG Strix Scar 15,Gray,nan,nan,nan,nan,nan,1 TB,RTX 3080,"$1,905.99"
"2022 Newest ASUS TUF Dash Premium Gaming Laptop: 15.6"" FHD 144Hz IPS Display, Intel Gaming H Core H 8-Core i7-11370H, 32GB RAM, 1TB SSD, 4GB GeForce RTX 3050Ti, Wifi6, Backlit-KYB, DTS, Win10H",ASUS,15.6 Inches,Core I7 11370H,32 GB,Windows 10,4.6,F15-TUFi7,Black,nan,nan,nan,nan,NVIDIA,1 TB,Dedicated,"$1,183.99"
"ASUS ZenBook 13 Ultra-Slim Laptop, 13.3 OLED NanoEdge, Intel Evo Platform i5-1135G7, 8GB LPDDR4X RAM, 256GB SSD, Thunderbolt 4, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Pine Grey, UX325EA-DH51",ASUS,13.3 Inches,Intel Core i5-1135G7,8 GB,Windows 11 Home,4.4,SUS ZenBook 13,Pine Grey,nan,nan,nan,nan,Intel Iris,256 GB,Integrated,$712.80
ASUS Vivobook S 14X 14.5 OLED 2.8K 120Hz 16:10 600nits Laptop 14-Core Intel Evo 12th Gen i7-12700H 100% DCI-P3 0.2ms Pantone Backlit KB Wi-Fi 6E Thunderbolt 4 DTS w/HDMI (16GB RAM | 1TB PCIe SSD),ASUS,14.5 Inches,Core i7,16 GB,Windows 11 Home,3.5,ASUS Vivobook S 14X,16GB RAM | 1TB PCIe SSD,nan,nan,nan,nan,nan,nan,Integrated,"$1,048.88"
"ASUS ZenBook Pro 16X OLED 16 inch 4K OLED 16:10 Touch Display, ASUS Dial, Intel Core i9-12900H, 32GB, 2TB, GeForce RTX 3060 GPU, Windows 11 Pro, Tech Black, UX7602ZM-XB96T",ASUS,16 Inches,Core i9,32 GB,Windows 11 Pro,4.4,ASUS ZenBook Pro 16,Tech Black,nan,nan,nan,nan,nan,2 TB,RTX 3060,nan
"ASUS ProArt StudioBook 16 OLED Laptop, 16 inch 3840x2400 OLED Display, Intel core i7-12700H, 16GB DDR5 SO-DIMM *2, 1TB PCIe SSD, Nvidia Geforce RTX 3060, Windows 11 Home, H7600ZM-DB76, Star Black",ASUS,16 Inches,Core i7,32 GB,Windows 11 Home,4.2,ASUS ProArt StudioBook 16,Mineral Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,1 TB,RTX 3060,"$2,099.00"
"ASUS VivoBook S 16X Slim Laptop, 16"" WUXGA (1920 x 1200) 16:10 Display, Intel Core i5-12500H CPU, 8GB RAM, 512GB SSD, Windows 11 Home, Midnight Black, S5602ZA-DB51",ASUS,16 Inches,Intel Core i5,8 GB,Windows 11 Home,5.0,ASUS VivoBook S 16X,Midnight Black,nan,nan,nan,nan,Intel Iris,512 GB,Intel Iris Xᵉ,$685.00
"ASUS Chromebook C223 11.6"" HD Chromebook Laptop, Intel Dual-Core Celeron N3350 Processor (up to 2.4GHz), 4GB RAM, 32GB eMMC Storage, Premium Design, Grey, C223NA-DH02",ASUS,11.6 Inches,Celeron N3350,4 GB,Chrome OS,4.2,Chromebook C223,Grey,nan,nan,nan,nan,Intel HD Graphics 500,32 GB,Integrated,$98.00
"ASUS Zenbook Pro 17 17.3” Touch Display, 165Hz Refresh Rate, AMD Ryzen 9 6900HX CPU, GeForce RTX 3050 Graphics, 16GB RAM, 1TB SSD, Windows 11 Home, Tech Black, UM6702RC-DS94T",ASUS,17.3,Ryzen 9,16 GB,Windows 11 Home,5.0,ASUS Zenbook Pro 17,Tech Black,nan,nan,nan,nan,nan,nan,Dedicated,nan
"ASUS VivoBook 14"" FHD 1080p Laptop, Intel Core i3-1115G4, 8GB RAM, 512GB PCIe SSD, Fingerprint Reader, Backlit Keyboard, HDMI, WiFi, Webcam, Windows 11 Home, Slate Grey",ASUS,14 Inches,Core i3,8 GB,Windows 11,4.8,Vivobook,Grey,nan,nan,nan,nan,Intel UHD Graphics,256 GB,Intel UHD Graphics,$424.00
"2022 ASUS TUF Dash F15 Gaming Laptop, 15.6"" FHD 144Hz IPS Display, 12th Gen Intel Core i7-12650H, GeForce RTX 3060, 32GB DDR5, 1TB SSD, Thunderbolt 4, HDMI, RJ45, WiFi 6, Backlit Keyboard, Win 11",ASUS,15.6 Inches,Core i7,32 GB,Windows 11,3.4,nan,Black,nan,nan,nan,nan,NVIDIA,1 TB,Dedicated,"$1,339.99"
Samsung Notebook Odyssey (NVIDIA GeForce RTX 2060) 15.6” – Intel i7 – 16GB Memory – 512GB SSD,SAMSUNG,15.6 Inches,nan,16 GB,Windows 10 Home,4.7,Notebook Odyssey2 (9th / RTX),Black,1080p,5.27 Pounds,nan,nan,Intel HM370,nan,Dedicated,"$1,299.99"
"HP 2022 Newest Touch-Screen Laptops for College Student & Business, 15.6 inch HD Computer, Intel 11th Core i5-1135G7, 16GB RAM, 1TB SSD, Fast Charge, HDMI, Webcam, Wi-Fi, Windows 11, LIONEYE MP",HP,15.6 Inches,Intel Core i5,16 GB,Windows 11,4.0,nan,Silver,nan,nan,nan,nan,Intel,1000 GB,Integrated,$669.99
"Samsung NP950XDB-KC5US Book Pro 15.6"" FHD i7-1165G7 16GB 1TB W10H, Blue - (Renewed)",Artist Unknown,15.6 Inches,Intel Core i7,16 GB,Windows 11 Home,3.9,nan,Blue,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,nan
"Samsung Chromebook (Wi-Fi, 11.6-Inch) 2012 Model",SAMSUNG,11.6 Inches,Exynos 5000 Series,2 GB,Chrome OS,4.1,Series 3 Chromebook,Silver,nan,nan,nan,nan,Intel Integrated Graphics,16 GB,Integrated,$38.98
Best Notebooks New Galaxy Book2 Pro 360 15 inch 2-in-1 AMOLED Touch-Screen Laptop 12th Gen Intel Evo Core i7-1260P Stylus S-Pen Plus Pen Light Win 11 Pro (1TB SSD|16GB RAM|Silver) 15-15.99 inches,Best Notebooks,15 Inches,Intel Core i7,16 GB,Windows 11 Pro,5.0,Galaxy Book2 Pro,1TB SSD|16GB RAM|SILVER,nan,nan,nan,nan,Intel Iris,1 TB,Intel Iris Xe Graphics,"$2,399.00"
"Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",SAMSUNG,11.6 Inches,Exynos 5 Octa 5420,4 GB,Chrome OS,4.1,XE503C12,Jet Black,nan,nan,nan,nan,nan,16 GB,Integrated,$49.99
"HP 2022 Newest X360 Chromebook Spin 2-in-1 Convertible Laptop Student Business, 14"" HD Touchscreen, Dual Core Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC,Camera, Wi-Fi, Chrome OS+MarxsolCables",HP,14 Inches,Celeron N,4 GB,Chrome OS,3.3,2022 Newest HP X360 Chromebook,Forest Teal,nan,nan,nan,nan,Intel UHD Graphics 600,64 GB,Integrated,$289.00
"Samsung Galaxy Book Flex α 13.3"" - Intel Core i7 Processor 10510U - 8GB Memory - 512GB SSD (Royal Silver) NP730QCJ-K03US (Renewed)",SAMSUNG,13.3 Inches,Intel Core i7,8 GB,Windows 10 Pro,,Galaxy Book Flex α,Royal Silver,nan,nan,nan,nan,Intel UHD Graphics,nan,Integrated,nan
SAMSUNG Chromebook 3 11.6-inch HD WLED Intel Celeron 4GB 32GB eMMC Chrome OS Laptop (Charcoal),SAMSUNG,116 Inches,Intel Atom,4 GB,Chrome OS,4.5,XE501C13-S02US,nan,nan,nan,nan,nan,Intel,32 GB,Integrated,$199.99
"Samsung Chromebook 2 13.3 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Luminous Titan) (Renewed)",SAMSUNG,13.3 Inches,nan,nan,Chrome OS,3.6,nan,nan,1080p,3.1 Pounds,nan,nan,Intel Graphics Integrated,16 GB,Integrated,nan
"SAMSUNG Chromebook 4 Laptop 11.6"" HD LED (1366 x 768), Intel Celeron Processor N4020 Processor, Intel UHD Graphics 600, 4GB RAM, 160GB Storage(32GB eMMC+MTC 128GB SD Card), Chrome OS, Platinum Titan",SAMSUNG,11.6 Inches,Celeron N4020,4 GB,Chrome OS,3.0,nan,Platinum Titan,nan,nan,nan,nan,‎Intel UHD Graphics 600,160 GB,Integrated,$163.99
Samsung Touchscreen 12.2in Chromebook Plus 2-in-1 4GB RAM 32GB eMMC Chrome OS,SAMSUNG,12.2 Inches,Core_m,4 GB,Chrome OS,3.7,Chromebook Plus,nan,nan,nan,nan,nan,Intel HD Graphics 615,nan,Integrated,nan
"SAMSUNG Galaxy Tab S7 FE 12.4” 64GB WiFi Android Tablet w/ Large Screen, Long Lasting Battery, S Pen Included, Multi Device Connectivity, US Version, 2021, Mystic Black",SAMSUNG,12.4 Inches,nan,nan,nan,4.7,Galaxy Tab S7 FE,nan,nan,nan,nan,nan,nan,nan,nan,$502.93
"Dell 2022 Vostro 7620 Business 16"" FHD+ Laptop Intel 14-Core i7-12700H NVIDIA RTX 3050 4GB GDDR6 16GB DDR5 512GB NVMe SSD WiFi 6E RJ-45 Thunderbolt4 HDMI Webcam Backlit KB Fingerprint Windows 10 Pro",Dell,16 Inches,Core i7 Family,16 GB,Windows 10 Pro,3.9,V7620,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,512 GB,Dedicated,"$1,259.99"
"Samsung Chromebook 2 XE500C12-K01US 11.6 Inch Laptop (Intel Celeron, 2 GB, 16 GB SSD, Silver)",SAMSUNG,11.6 Inches,Celeron,2 GB,Chrome OS,4.3,Chromebook 2,Silver,nan,nan,nan,nan,Intel HD Graphics,16 GB,Integrated,nan
"2021 Newest Dell Business Laptop Latitude 3520, 15.6"" FHD IPS Backlit Display, i7-1165G7, 32GB RAM, 1TB SSD, Webcam, WiFi 6, USB-C, HDMI, Win 10 Pro",Dell,15.6 Inches,Intel Core i7-1165G7,32 GB,Windows 10 Pro,4.0,Latitude,Black,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,"$1,109.99"
"Dell G15 Gaming Laptop, 15.6 inch FHD 120Hz Display, AMD Ryzen 7 5800H 8-Core Processor, NVIDIA GeForce RTX 3050Ti, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, Wi-Fi 6, Windows 10, Phantom Grey",Dell,15.6 Inches,Ryzen 7 5800H,32 GB,Windows 10,3.4,G15,Phantom Grey,nan,nan,nan,nan,NVIDIA GeForce RTX 3050 Ti,1 TB,Integrated,$999.99
Dell Latitude 5580 i5-7200U 2.50GHz 16GB 512GB SSD W10P64 (Renewed),Dell,15 Inches,5X86,16 GB,Windows 10 Pro,4.0,5580,Black,nan,nan,nan,nan,Intel HD Graphics 620,512 GB,Integrated,nan
"Dell Latitude 5490 Business Laptop - 14 HD Display, Intel Core i5-7300U 2.6GHz, 16GB RAM, 256GB Solid State Drive, Windows 10 Pro 64Bit, Camera, (Renewed)",Dell,14 Inches,Core i5 7200U,16 GB,Windows 10 Pro,4.2,Dell Latitude,Gray,nan,nan,nan,nan,Intel HD Graphics 620,256 GB,Integrated,nan
"Dell Latitude E7470 14 inches Laptop, Core i7-6600U 2.6GHz, 16GB RAM , 512GB Solid State Drive, Windows 10 Pro 64Bit, CAM (Renewed)",Dell,14 Inches,Core i7,16 GB,Windows 10 Pro,4.3,Dell Latitude,nan,nan,1.51 Kilograms,nan,nan,nan,512 GB,nan,nan
"2022 Dell Inspiron 5620 16"" FHD+ (1920x1200) Laptop - 12th Intel i7-1255U 10-Core - 32GB DDR4 - 2TB NVMe SSD - Iris Xe Graphics - Backlit Keyboard w/ Fingerprint Reader - WiFi 6E - Windows 11 Pro",Dell,16 Inches,Core i7 Family,32 GB,Windows 11 Pro,4.0,Dell 5000,Platinum Silver,nan,nan,nan,nan,nan,2 TB,Integrated,nan
"Alienware m15 R7 Gaming Laptop - 15.6-inch 240Hz 2ms QHD, Intel Core i9-12900H, 32GB DDR5 RAM, 1TB SSD, NVIDIA Geforce RTX 3080 Graphics, Killer AX 1675i with Dell services, Windows 11 Home - Dark",Alienware,15.6 Inches,Core i9,32 GB,Windows 11 Home,4.1,Alienware m15 R7,Dark Side of the Moon,nan,nan,nan,nan,nan,1 TB,Dedicated,nan
"Dell Latitude 5430 Laptop - 14"" FHD IPS Display - 3.3 GHz Intel Core i5-1245U 10-Core (12th Gen) - 16GB - 512GB SSD - Windows 11 Pro",Dell,14 Inches,Intel Core i5,16 GB,Windows 11 Pro,,Latitude 5430,nan,1080p,nan,nan,nan,nan,nan,Integrated,$899.00
Dell Latitude 7490 Laptop 14 - Intel Core i5 7th Gen - i5-7200U - Dual Core 3.1Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed),Dell,14 Inches,Core i5,16 GB,Windows 10 Pro,3.8,Dell Latitude,nan,nan,nan,nan,nan,Intel,512 GB,"Intel Integrated Graphics, Integrated",nan
"Dell Inspiron 15 Touchscreen Laptop 2022 Newest, 15.6"" FHD Display, 11th Gen Intel Core i7-1165G7 (up to 4.7 GHz), 16GB RAM, 512GB PCIE SSD, Webcam, Bluetooth 5, HDMI, Windows 11, Black",Dell,15.6 Inches,Intel Core i7-1165G7,16 GB,Windows 11,3.7,Dell Inspiron,Black,nan,nan,nan,nan,‎‎Intel Iris Xe Graphics,512 GB,Integrated,nan
"ASUS 2022 VivoBook F515 15.6"" FHD Laptop, Intel Core i3 1115G4 Processor, 8GB DDR4, 256GB PCIe SSD, Intel HD Graphics, Bluetooth, Win 11 S, Slate Grey, 32GB SnowBell USB Card",ASUS,15.6 Inches,Core i3,8 GB,Windows 11 S,,nan,Slate Grey,nan,nan,nan,nan,Intel HD Graphics,256 GB,Integrated,$329.00
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge Touch Screen, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348FT",ASUS,14 Inches,Core m3-8100Y,4 GB,Chrome OS,4.3,ASUS Chromebook C425,Silver,nan,nan,nan,nan,nan,128 GB,Integrated,$232.95
"ASUS Newest Vivobook 17.3"" HD+ Business Laptop, Intel Core 10th Gen i5-1035G1 Up to 3.6GHz, 16GB Memory, 512GB SSD+1TB HDD, WiFi5, HDMI, Windows 11 Home in S Mode",ASUS,17.3 Inches,Intel Core i5,16 GB,Windows 11,5.0,ASUS VivoBook,nan,nan,nan,nan,nan,Intel HD Graphics 5000,1 TB,Integrated,$579.00
ASUS E410 Intel Celeron N4020 4GB 128GB eMMC 14-inch HD LED Win 10 Laptop (Blue),ASUS,14 Inches,1.2GHz Cortex A9 Processor,4 GB,Windows 10,4.3,ASUS E410M,Blue,nan,nan,nan,nan,Intel,128 GB,Integrated,$179.99
"ASUS 2022 14"" FHD Chromebook Laptop, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Flash Memory, Intel HD Graphics, HD Webcam, Chrome OS, Silver, 128GB Snowbell USB Card",ASUS,14 Inches,Core M Family,8 GB,Chrome OS,4.7,nan,Silver,nan,nan,nan,nan,Intel HD Graphics 500,64 GB,Integrated,$199.00
"ASUS VivoBook S 15 OLED Slim Laptop, 15.6” FHD OLED Display, Intel Evo Platform, Intel Core i7-12700H CPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3502ZA-DS74",ASUS,15.6 Inches,Intel Core i7,16 GB,Windows 11 Home,5.0,ASUS VivoBook S 15,Indie Black,nan,nan,nan,nan,Intel Iris,512 GB,Dedicated,"$1,099.99"
"ASUS ROG Flow Z13 (2022) Gaming Laptop Tablet, 13.4” 120Hz FHD+ Display, NVIDIA GeForce RTX 3050, Intel Core i7-12700H, 16GB LPDDR5, 512GB PCIe SSD, Free Bundle Detachable RGB Keyboard, GZ301ZC-PS73",ASUS,13.4 Inches,Intel Core i7 Extreme,16 GB,Windows 11 Home,4.3,ROG Flow Z13 Gaming Laptop,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,512 GB,RTX 3050,"$1,359.99"
"2022 ASUS Chromebook 17.3 Inch FHD Laptop, Intel Celeron N4500 Up to 2.8Ghz, 4GB DDR4 RAM, 128GB Storage, USB C, Wifi6, 17hours Battery Life, Bluetooth5.2, Webcam, Chrome OS",ASUS,17.3 Inches,Celeron N,4 GB,Chrome OS,4.8,ASUS Chromebook,nan,nan,nan,nan,nan,Intel HD Graphics 5000,64 GB,Integrated,nan
"EXCaliberPC 2022 ASUS ROG Zephyrus G14 GA402RJ-G14.R96700 (AMD Ryzen 9 6900HS, 16GB RAM, 1TB NVMe SSD, AMD Radeon RX 6700S, 14"" WQXGA 120Hz, Windows 11) Gaming Notebook - Moonlight White",EXCaliberPC,14 Inches,Ryzen 9,16 GB,Windows 11,4.0,ROG Zephyrus G14 GA402,16GB RAM,nan,nan,nan,nan,nan,1 TB,Dedicated,"$1,649.99"
"Asus VivoBook 14 Thin and Light Laptop, 14'' FHD IPS Display, 11th Gen Core i3-1115G4, 8GB DDR4 RAM, 256GB PCIe SSD, USB-C, HDMI, Backlit Keyboard, Fingerprint Reader, WiFi, Webcam, Win 11 Slate Grey",ASUS,14 Inches,Core i3,8 GB,Windows 11,4.8,nan,Slate Grey,nan,nan,nan,nan,UHD Graphics,256 GB,Integrated,nan
"ASUS Zenbook Pro 14 Duo 14.5â€  2.8K OLED Touch, 120Hz Refresh Rate, ScreenPad Plus, Intel i9-12900H CPU, RTX 3050Ti, 32GB RAM, 1TB SSD, Windows 11 Home, Tech Black, UX8402ZE-DB96T",ASUS,14.5,Core i5,32 GB,Windows 11 Home,3.8,Zenbook Pro 14 Duo,Tech Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,1 TB,RTX 3050 Ti,"$2,299.99"
"2022 Newest ASUS VivoBook 15 Laptop, 15.6"" FHD OLED Display, Intel Core i7-1165G7, 16GB RAM, 1TB PCIe SSD, HDMI, WiFi 6, Backlit Keyboard, Fingerprint Reader, Windows 11 Home, Indie Black",ASUS,15.6 Inches,Intel Core i7-1165G7,16 GB,Windows 11,4.0,Vivobook,nan,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Intel Iris Xe,$679.99
"SAMSUNG - Notebook 5 15.6"" Laptop - AMD Ryzen 5 - 8 GB Memory- 1 TB Hard Drive - Light Titan",SAMSUNG,15.6 Inches,AMD R Series,8 GB,Windows 10 Home,3.9,Notebook 5,Light Titan,nan,nan,nan,nan,AMD Radeon™ Vega 8 graphics,1 TB,Integrated,$469.99
"Samsung Chromebook 3, 11.6"", 4GB Ram, 64GB eMMC (XE500C13-K06US)",SAMSUNG,11.6 Inches,1.2GHz Cortex A8 Processor,64 GB,Chrome OS,4.4,Samsung Chromebook,Black,nan,nan,nan,nan,Intel HD Graphics 400,64 GB,Integrated,$139.51
"2022 Newest HP Laptops for College Student & Business, 15.6 inch HD Computer, Intel Pentium Silver N5000, 16GB RAM, 1TB SSD, Office 365 1-Year, Fast Charge, Light-Weight, Windows 11, ROKC HDMI Cable",HP,15.6 Inches,Pentium N5000,16 GB,Windows 11,4.5,nan,Red,nan,nan,nan,nan,Intel UHD Graphics 605,1000 GB,Integrated,$529.99
